graphic_type,dominant_colors,color_harmony_score,pattern_complexity,element_arrangement_density,cultural_relevance_score,user_feedback_score,material_efficiency,energy_consumption,environmental_impact_score,design_aesthetic_score,engagement_rate,ai_generated_features,sustainability_score
Arrangement,Warm,0.8469011473455019,Medium,0.3632198645005621,0.5269498672500847,1.7579093105020072,0.5789517405737798,5.0,0.0947109996429189,9.222526418439683,0.8910195196009107,"[0.1524381516991279, 0.5610485414903948, 0.5509218284664004]",0.9765319512113776
Combination,,0.9531818159254952,Medium,0.5662269464171995,0.986833452999356,2.924741340676352,0.8861619591673855,15.0,0.4172353053482389,7.331533504906961,31.40387007255301,"[0.618055419026747, 0.8632603063676967, 0.42341569307962346]",1.085998286321148
Combination,Warm,0.6091896171744356,Medium,0.1508492953733388,,5.06954980761925,0.786688416808093,10.0,0.2350006860590864,6.158121047406524,67.17908189904065,"[0.44985266492911224, 0.2066078888471744, 0.10656987754436598]",0.9656143353975732
,,0.9399805755619988,High,,0.9456527382710236,1.5902691601091168,0.5693590461601101,10.0,0.3961231842266942,,45.79268836555512,"[0.381794721612557, 0.08669183664802738, 0.5818506791854177]",
Arrangement,Neutral,0.7277970029041103,Medium,0.4650957675115149,0.8921280547549035,7.093450161420121,0.9424186507644524,5.0,0.1651662988386163,7.283738314095305,78.78622222574965,"[0.20682249137971076, 0.9696643521248639, 0.5867888254761254]",1.1615723936903957
Combination,Neutral,0.7377002852417686,,0.5666560398980022,0.7625562041427961,8.690035693504118,0.7254409993037216,15.0,0.5661392406435789,6.841632372654238,8.813207145915147,"[0.9883888998769891, 0.05289059124089024, 0.21931437459996173]",1.055026959290744
Combination,,0.6894031914424075,Medium,0.1638310181430064,0.9792858757333932,9.825812016598148,0.9326778779221,15.0,0.3990902861278458,9.907132359506548,48.95885982233459,,1.067328577426158
Combination,Neutral,0.6932980652369101,High,0.1249028363991113,0.8480163232766735,8.936697930610029,0.87523093186217,,0.3734913576227392,5.580502250616833,0.7988906889340952,"[0.5130524336257103, 0.31334397073015097, 0.24795378778763322]",0.9711816214043884
Color,Warm,0.8900734469674221,Low,0.5176857918204759,0.9240397263052088,0.3593348019748621,0.6852784014720807,15.0,0.4317558889948678,9.144386097597549,12.687070322813176,"[0.8068464439115057, 0.2906642689906005, 0.4371310182825736]",1.0197670631242342
Combination,Cool,,Low,0.2707370841303003,0.8843055659486071,,0.51373312433927,5.0,0.0113487084508123,8.289424969990726,25.28463267275879,"[0.6760225938376236, 0.4972356981082654, 0.7953406197004195]",1.0843800576052502
Color,Cool,0.9586497485828648,High,0.7315203681908343,0.6852858291910162,6.04480391859647,0.5469022087322807,15.0,0.4933733605997211,6.361560339041246,69.3280951237172,"[0.9617869978406872, 0.4092361924759149, 0.32725541364362454]",1.0382749141217007
Color,Cool,0.8071286154001589,,0.3503305547897833,0.7079039248056378,6.688472970461804,0.9915164250002152,5.0,0.1052496958924024,8.494975753889378,51.280293502497045,"[0.7275116979214591, 0.4639212615978612, 0.577546769027677]",1.1117169328023664
Combination,Neutral,0.8149153904275936,High,0.474311814847382,0.6859216756543303,4.14350990040529,,15.0,0.1445371380743667,5.7018740267639005,,"[0.543441292790626, 0.5024300362107282, 0.558526851188188]",1.0046210017500738
Arrangement,,,High,0.736598050893942,0.7021543626005036,4.734815732820841,0.8684928491114139,15.0,0.5425634631943189,9.298857833190318,22.92217431188227,"[0.5710080875565207, 0.08890662148907968, 0.016396772929891057]",1.1027646044956751
Arrangement,Warm,0.6354442842356204,Medium,0.6205814546715841,0.8229683364591427,9.459166920653976,0.7479948884036506,10.0,0.7054178374464092,7.949269983169819,,"[0.7463029650975596, 0.7042914862549902, 0.7333737070920825]",1.1165099222474486
Combination,Warm,0.7934217166649757,Medium,0.4740618077020229,0.8584323189947833,7.376396635350517,0.930265806004286,10.0,0.3627510985991407,7.384405264649125,53.80234715966895,"[0.4681466090486449, 0.10262329969811157, 0.6068569939466757]",1.1147777861502888
Arrangement,Warm,0.7909216135538825,High,0.4171814267977245,0.9830885401828178,7.815663305952377,0.9935269355832032,10.0,0.2890915478188789,,3.2166730901302176,"[0.36872541723128427, 0.27484359327880226, 0.43857434706751985]",1.1254380045694048
Color,Warm,0.6735733698928317,Medium,0.6952707884654672,0.9610528923110968,4.407421148280831,0.7337366772603316,15.0,0.6419846472115887,9.535745743172493,17.52630650095138,"[0.8112267865635306, 0.8960025633411993, 0.9809125718588806]",1.1110855207842836
Color,Cool,0.983107326239845,Low,0.2211336250761724,0.8508278793821189,,0.560763711278149,10.0,0.0982878589398293,8.627572825958554,38.05642492820847,"[0.6851615480016958, 0.2609515461103096, 0.27849198539161457]",0.9472214574955832
Color,Neutral,0.6943267698550692,Medium,0.6626132656968564,0.9355287246213536,1.9566228124389728,0.8382333671778822,5.0,0.2826253307422792,,24.86807793496496,"[0.5765375404164116, 0.6339119493732615, 0.7970202217668982]",1.1526921594102757
,Cool,,Low,0.788104822895929,0.8975831613972347,7.851958787756265,,15.0,0.8360662183997708,7.714196803527846,27.14598433769725,"[0.3554369967866784, 0.9393837918805967, 0.9668009324452553]",1.1582728253144872
Arrangement,Cool,0.9789046921709506,Low,0.5935645912663826,0.8930884697308732,3.716317968989895,0.7243294140044828,15.0,0.99695523883708,8.331224007510283,35.11193799876347,"[0.10535535907977434, 0.9029748990219759, 0.6908928098225149]",1.0111163793080558
Color,Warm,0.6358209177368838,Medium,0.9490441528676388,0.9326478594584326,7.492295293336549,0.5241457795564051,10.0,0.489159277217873,7.397878767442699,,"[0.8097212438570767, 0.619154147737695, 0.9133251157637967]",1.199850497571444
Color,Cool,0.6285974708510754,Low,0.1102635175399176,0.504272708977227,1.9086193018001685,0.7127589406637742,5.0,0.7468098067917961,5.628843147057675,41.016179490649286,"[0.9697328641054747, 0.1273377726955116, 0.04174885420289598]",0.8165410819663856
Arrangement,Cool,0.7775611336607111,Medium,0.4719255123981137,0.9349007244412342,7.729926177759037,0.5034151897352575,5.0,0.973654608904892,6.09619261226438,98.5132906577966,"[0.7668382025613215, 0.18970427549867386, 0.7807801839352526]",1.0199658040777146
,Neutral,0.6857456968070919,,0.1813215533102414,0.5006706384764539,6.918569832231279,,15.0,0.0929358721525016,7.050255401860307,41.83729449954169,"[0.502494915769965, 0.6444152038319229, 0.512426420355438]",0.9497607394710588
Combination,,0.9495993211072286,High,0.783605774343388,0.7626753181112338,6.859388295830996,0.9021797880755128,5.0,0.5962748222611369,7.61560428752226,75.10221023171039,,1.183066207744009
Combination,Warm,,High,0.7709619020631677,0.5526003828524537,4.120390738992592,0.6339308337359728,5.0,0.1790460636090705,9.904872182160233,21.420501828104864,"[0.9310488787742293, 0.4783752098614077, 0.9842108077725332]",1.1342462951004582
Color,Cool,0.8112852602812287,High,0.8108710163900442,0.9554138537375576,,0.7077262457220799,15.0,0.977092969015026,5.264428987657875,,,
Color,Cool,0.8217677053610315,Low,0.5392412181373993,0.5730232908766075,8.151646386675752,0.9581871764062356,15.0,0.0695779997112857,7.711175313256939,74.39286598754464,"[0.9088680062145178, 0.8379927026590036, 0.7089405188833836]",1.096775517105675
Combination,Warm,0.7485728898637067,High,0.7153413799589768,0.7468170140898021,9.306622023068826,0.6099603563546488,10.0,0.3537085536506307,7.921365470821668,70.18970298604636,"[0.7213261535481666, 0.8248251073758166, 0.680283359361036]",1.1423688898326927
Color,Cool,0.7447278053217053,Low,0.5331063464782587,0.6661977773023919,7.820447895416557,0.9538360281644158,10.0,0.3510248972777008,7.991201161280728,97.65170192703832,"[0.6868713556723619, 0.9424748713558122, 0.4159350160270019]",1.1092608644678212
Combination,Warm,0.6120096794976891,,0.9121974737197418,0.6042283304780779,4.614631372120401,,15.0,0.4292576879672629,9.175899230998487,77.20746220498656,"[0.83640984832341, 0.7889300714524434, 0.3593330075833746]",1.098947398997915
Arrangement,Warm,,,0.8361897612423778,0.7592057172591491,0.0925685319569391,,10.0,0.1508628759589515,5.162722452504648,20.770079043105337,"[0.9861509980019789, 0.5042685785383154, 0.9770546757895803]",1.0923794275160463
Combination,Cool,0.9431046530262686,Medium,,0.9537106056601984,4.009853678753287,0.5257129653911117,10.0,0.2817984441567324,5.570016105939562,5.453777609394239,,1.1769912265840246
Color,Neutral,0.9830360687665712,High,0.6684769734479976,0.5510178944331431,2.3163307153100208,0.5778757255876223,15.0,0.1722428959750525,8.614528773237518,20.911574036593905,"[0.8032115573655263, 0.5500615955066974, 0.6411256291929848]",1.0145123350471414
Combination,Neutral,,Low,0.532683433584336,0.6937407804056136,3.3180932441687783,0.8671055216262273,15.0,0.6454181244095477,9.653594830974646,99.43057133907,"[0.31828625855716797, 0.4663714399748705, 0.8094175271251133]",1.0187940827108373
Arrangement,,0.7785957313606392,High,0.7873152197549748,0.8176184471664389,0.7670104967281444,0.5338699876986797,,0.9333478863754048,8.654774797396918,22.63530359329884,"[0.49485515769850486, 0.9873319799989961, 0.5868128538933044]",1.0306818178182924
Combination,Warm,0.7003444251240872,Medium,,0.5219919900302545,2.046169349429221,0.736544773665132,5.0,0.4451393422396609,7.108624501532336,81.51413563948637,"[0.9130766125313601, 0.7828988252667056, 0.7213933495831654]",1.1365250704710346
Arrangement,Warm,0.619793580517751,High,0.4046189133272327,0.9008636502011116,1.9567582866233344,0.9246200555033024,5.0,0.1656075094680797,5.638769730858363,96.3096391630512,"[0.8874697689910753, 0.015834141532092727, 0.18861127273415113]",1.0746459415918967
Arrangement,Cool,0.9296755387203371,Medium,0.396062318562286,0.8986511413837688,7.85909551929646,0.8225899968782922,5.0,0.6441001193790565,5.525311051493317,,,1.0663714771471755
Combination,Warm,0.8154031940760335,High,0.3457648519544233,0.9824408097394136,8.554765977793608,,15.0,0.6436467337683266,5.042770381165747,1.011818496385819,"[0.6972998693543934, 0.872405103208319, 0.10927784302535626]",1.018837068241007
Combination,Neutral,0.7340534965739807,High,0.1443116724785546,0.5738832435960761,0.666220736589388,0.6976809740159731,10.0,0.9489710464238637,6.340603494593177,38.216974552705175,"[0.6004474335722366, 0.6211151248677764, 0.23220464325297352]",0.7878934342346169
Color,Neutral,0.9501939695280426,High,0.6902350289998432,0.6734743898612381,0.1890792570255084,0.9185503019019357,15.0,0.8432693643709376,9.52994285317803,46.99500646949425,"[0.6264173783111009, 0.02583222505411542, 0.983182210773938]",1.0174112166224325
Arrangement,Cool,0.7229255400884284,High,0.5432098990348052,,1.3686873038230818,0.5922358161661752,5.0,0.3098146202671559,8.397344820797603,19.858744335337263,"[0.9399937228963697, 0.9771401097728221, 0.9484218305601895]",1.0784323142874743
Arrangement,Neutral,0.6948259038050573,Medium,0.2179151438651013,,7.749836732378858,0.8779308312275462,15.0,0.761984706138688,8.937468525324554,84.29396166628965,"[0.7603407052878863, 0.40004901678547533, 0.042494772744292364]",0.9466512346154126
Combination,Warm,0.6326176678677679,High,0.5722218598368215,0.5315132976060419,,0.6952187377087741,15.0,0.5483502065127177,,70.10199409137732,"[0.8146191838262488, 0.3344858580464357, 0.8845169891009584]",1.0179788849658735
Arrangement,Neutral,0.8961714873116134,Medium,,0.8048836422850281,7.515437512065905,0.953630474860845,5.0,,6.8786048839020815,17.910248117531236,"[0.15715892682163113, 0.8905092369079599, 0.14682521070443233]",1.1760123179073396
Arrangement,Neutral,0.9037915673191592,Low,0.5790290422202874,0.5043892073331078,3.1928640678006848,0.5676955073857717,15.0,0.3103839357405159,8.560930643077223,70.1685762070929,,
Arrangement,Warm,0.6714214928054728,High,,0.8999822084894085,0.4252539868134442,0.6695050234448778,15.0,0.3470948739008331,9.343868685691644,,"[0.649860462415013, 0.2825454566309826, 0.38667428266917625]",
Arrangement,Cool,0.842764504252877,High,0.7041885118299024,0.7722772157379237,0.4514924421072086,0.960890077067225,10.0,0.3754123685856328,5.117334463695428,65.92237106745877,"[0.5527567705700971, 0.22765885908269146, 0.7171077946731255]",1.0779925404561022
Arrangement,Cool,,Low,0.1029494575858663,0.5392459622612384,7.210932428449444,0.5670922143564319,15.0,0.2956780088998078,8.130752189524419,69.7410329722953,"[0.7617475695016479, 0.7059952218022203, 0.8660944465590831]",0.8726469071712302
,,0.9820441116272216,High,0.2074102836762509,0.5469399025049457,1.5535089991876283,0.9763671336643024,15.0,0.7651298690159397,5.86299265851423,48.08636206646051,"[0.6828880741972955, 0.3000678655593796, 0.19252534188358839]",0.8407181653289344
,Neutral,0.931337004923796,Medium,,0.8112356140901347,7.465380329178082,,10.0,0.8951025101907906,8.535555750648552,51.08420747037328,"[0.5149998805758617, 0.22517664702634754, 0.7243580687483692]",1.0838533589677004
Color,,0.6505000393220315,High,0.7832756541761499,0.809587326072933,4.329959859229978,0.7558325899068625,15.0,0.0507140007659498,,71.10356632401162,"[0.4854410948480018, 0.2669676304872407, 0.1722601223769452]",1.1436494051915935
Arrangement,Cool,0.8347024347533203,Medium,0.8353100442032697,0.8562300232647938,9.297996967954594,,15.0,0.0486634659334426,9.027298994334853,53.49281584511248,"[0.19221341615628174, 0.31968403504268983, 0.8012058877861299]",1.202829180289879
Color,Cool,0.8799685457872829,High,,0.8202260134479922,0.1255589717131555,,5.0,0.0992447895383537,8.557380181078583,86.78533324799871,"[0.24804181586059815, 0.49383845594158593, 0.4432039875713928]",1.0988253745854848
Arrangement,Cool,0.828862244917566,High,0.4713090413069477,0.6064233844037836,1.9526780541284283,,10.0,0.4399626215401705,9.165252132249089,48.36145829522249,"[0.8745980606157795, 0.7881538685848485, 0.9793188975191517]",1.020863445377714
Arrangement,Warm,0.6255191032584627,Medium,,0.9705747834833294,2.074675988115405,0.8704732042124089,15.0,0.1566508499646896,9.455056929693008,36.91157305750061,"[0.6645385996187271, 0.676643421611558, 0.5556215142807499]",1.0051123710889591
Combination,Warm,0.9297358280862602,High,0.910871869526916,0.7466651284665013,2.5106323006722784,0.8829331640716854,10.0,0.8759690693365664,6.949385657147954,6.480327577639988,"[0.5695228929285684, 0.35192490570415025, 0.3981857427028447]",1.1120378338066736
Arrangement,Cool,0.8861734835014343,,0.556046926618023,0.5873980638083728,1.9305595515426544,0.861827502960748,15.0,0.7071390217063628,6.419548390450752,96.34273181693568,"[0.7914663742751791, 0.6187337938012415, 0.9654912952611295]",0.9513549934404916
Combination,Warm,0.7592068505988587,,,0.9065074854266836,7.0506210957068856,0.95245039779034,10.0,0.769326531936947,7.353156937470768,73.43862962074145,"[0.7849728625472114, 0.23031827412461026, 0.5988227377982457]",0.9715969604684408
Combination,,0.785760331586062,High,0.8564018058920314,0.8677850213301992,5.339408050738655,0.6293554132279612,10.0,0.6003601043749149,8.44180612181237,46.05325528042805,"[0.3713680886003775, 0.6712763704369806, 0.4571708232288272]",1.1526569893058625
Combination,Neutral,0.8415839928658371,Medium,0.3130182924067478,0.6087650119363575,8.957153480061013,0.7744319780781469,10.0,0.152629091725112,6.629499429060788,93.00349534860317,"[0.8769473359048013, 0.5837503541109177, 0.7486479532319311]",1.0224269067397247
,Cool,0.7811441453477652,Medium,0.6384411836604649,0.6719138226357175,7.639005823253607,,10.0,0.1569880316779515,9.96681173818585,75.55418299303808,"[0.7809647414518758, 0.7514084879074777, 0.26348188385377747]",1.1528919637688797
Arrangement,Neutral,0.8972448273854646,High,0.2515915583228924,0.636152795148198,0.6951304409663772,0.9209919103788022,15.0,0.1165902540938442,8.231748518625976,85.91352513453033,"[0.42440900938230486, 0.3305766078048896, 0.8013354804610954]",0.9434665772698668
Arrangement,Warm,,Medium,0.3361640614423376,0.8617455883198443,,0.7975559144787953,15.0,,9.487386069897248,42.61933014582438,"[0.13641458023600872, 0.5666352458408134, 0.11591252819697029]",0.9718451385339524
Combination,,0.9290000295984012,Low,0.6694402118623398,0.5617247661146312,2.1022575550695044,0.6763268561729029,15.0,0.2236403345648775,9.770745272752048,97.08110624478286,"[0.8844627808117737, 0.01941936190950555, 0.9745887052889034]",1.0359920400292917
Combination,Cool,0.851243458908062,Medium,0.4033245318040884,0.817631174928689,7.299277363880772,0.966399948749357,10.0,,6.720032528225715,31.233006228712117,"[0.7028313312622985, 0.44291284681545284, 0.1402128795498222]",1.0865356674531288
Color,Warm,0.8748117743788721,,,0.7683746639364866,0.3072255383145328,0.8558611837451308,15.0,0.8258596732156998,9.21054532701151,98.59943793141294,"[0.3770047887028867, 0.04106293958842744, 0.44178022930203575]",0.9877612782472568
Combination,Cool,0.9666039697522631,High,,0.9240203006644976,2.017870517114486,0.6132608187260816,15.0,0.359370027470938,7.116140375149663,66.63205693714453,"[0.6154823032763002, 0.09545380876766163, 0.49833410901456887]",0.918816949865116
Combination,Neutral,0.9424157779645214,Medium,,0.622503638555268,7.251869782289829,,10.0,0.2462097419340732,5.904533651588404,75.31773861576754,"[0.8390065707435889, 0.9102954629747714, 0.5157832766082934]",1.0871825322586428
Combination,Cool,0.7732134091943373,Medium,0.9650220891449032,0.596918532664791,3.8067704800753934,0.5555778729023401,5.0,0.2617352652791469,8.866802273621047,28.124601879048296,"[0.26818847432252524, 0.7970719235900908, 0.44112822473604496]",1.1677892152208298
Color,Cool,0.8046405341348393,Medium,0.3625060712506571,0.8488487125535923,,0.9436701687321704,10.0,0.4416896778457152,8.119679673854478,91.46068903814694,"[0.13859546645191145, 0.43607901988219777, 0.41139164210710155]",1.0248143990871548
Combination,Neutral,0.8241235754529352,Medium,0.7009800955166977,,0.4562529261308623,0.9887322131950655,,0.2178707851840978,8.454155606178908,9.8076882253467,"[0.5845750911520012, 0.7251803309844188, 0.18566795202535302]",1.0893856747304085
Arrangement,Cool,0.9699679336886854,Medium,0.1802926194695659,0.7933304769925598,8.951951394659547,0.8226107156577098,,0.8246792508318659,8.064970959330745,65.65287413797775,"[0.8421218337472756, 0.8351758405443943, 0.35364030706764293]",0.9988467870447544
Combination,,0.8720295578284191,Low,0.5897227071956335,0.6818588884865113,3.592016591657269,0.9886799201969771,15.0,0.719547968004836,5.75285850423126,23.33594482110275,"[0.5997502907328114, 0.37350095393992655, 0.7044987543146486]",1.0080845320439409
Arrangement,Cool,0.9314159549113832,Medium,0.288993595246281,0.6165882914225476,4.799640654894626,0.728262847727895,15.0,0.8369504320786152,6.889097454817279,33.92083729589061,"[0.4374045944621918, 0.390281034773023, 0.9079586984659432]",0.8774475019068356
Combination,Cool,0.8845535271020022,Medium,0.443151635254069,0.9967541924951052,0.2385770674399534,0.8258518847991774,15.0,,9.5041498000473,65.9237001111331,"[0.947468713812001, 0.14120236569040634, 0.7683334599288668]",1.0385461934213105
Color,Warm,0.628357139449989,Medium,0.7327706238977376,0.8323663908570618,1.489315011232607,,5.0,0.7427698956865393,5.687979944767523,34.90596398313952,"[0.046365587567382405, 0.759052897977984, 0.039377826702740926]",1.0391916565940456
Arrangement,Cool,0.9444563017803748,Medium,0.974332929559922,,0.4258487346302941,0.5423931561527309,15.0,0.1290022810383466,6.760895408520608,53.42446189954797,"[0.7375737010444651, 0.7592021101151776, 0.19950168850772]",1.1257524385984965
Arrangement,Cool,0.8237620188097001,Medium,0.8377620781161379,0.5961807237313692,3.070543598436287,0.8053799512129061,15.0,0.2393338972056102,7.464671296391348,40.69525672279478,"[0.21065229916745876, 0.12476515190513549, 0.06294726841476572]",1.0977905200907665
Color,Warm,0.9470598800438084,Medium,0.8196058632463167,0.6484037404633797,0.6562848892302497,0.8611082836479851,,,7.322034715820625,45.488160547474976,"[0.13641960735531244, 0.10449475439681066, 0.3607625517309524]",1.0570880145862958
Arrangement,Cool,0.667631458194633,Low,0.9383598595841384,0.8132755724182467,6.463070963030426,0.6877612089844325,5.0,0.3507086271051403,5.527494623227219,85.3819600183914,,1.2071620468586182
Color,Cool,0.9513820700375266,High,0.424890129956305,0.5884566352087135,7.241022582943113,0.8997075249678893,10.0,0.2116061789487654,8.020776550840578,22.002580376010727,"[0.2843137216180881, 0.6399512414673425, 0.3696435926977363]",1.0615718682167778
Combination,Neutral,0.798511730363441,High,,0.5974564055869749,8.31527340662145,0.7370576294671004,15.0,,8.223920258013768,69.78365143496099,"[0.13017126869336926, 0.9514623400060847, 0.6147098665607389]",
Color,Warm,0.9215246798140364,Medium,0.8795048925839075,0.6717104457796932,3.80189540656437,0.64856139683854,15.0,0.598518587026029,9.16850496650062,,"[0.4991526880312259, 0.9255720585327128, 0.4386671522536262]",1.090329911484939
Arrangement,Cool,0.6646839490134863,Medium,0.5004349825860666,0.5598045970514648,4.731249968507538,0.9954682696448978,,0.4369939123826954,5.462695773987171,0.7588449143004161,"[0.18172962967338047, 0.87336892229632, 0.9846539583915619]",1.0446517208195254
Arrangement,,0.8651099351151905,Low,0.2788143698878076,0.936077466996492,4.041022240537395,0.5650913234600967,15.0,0.5828441747870619,,68.28683432182862,"[0.8672183860470786, 0.6713032200848782, 0.6348421089219365]",0.9314356962820288
Combination,,0.6682867457609614,Medium,0.356761197118055,0.640363946588544,8.061345852521317,0.9002129702031634,15.0,0.3913140194993592,6.688838323611538,27.78666503705263,"[0.3973041217423777, 0.09471763789988363, 0.9827543750689716]",1.0035035337949925
Combination,Neutral,0.964463220174981,Medium,0.3524190082668599,0.813478675767775,1.903079155452664,,5.0,,7.147016671988089,57.83922160743844,"[0.250492980331399, 0.6244435109765916, 0.7622799641776626]",0.9827557722961676
Combination,Cool,,Medium,0.9895136773217132,0.9946987448884912,,0.5552715364599086,15.0,0.9645999545313524,9.134098798632866,29.16253692551568,"[0.4081583017200243, 0.08640005915396143, 0.560056416835024]",1.1411771039506844
Arrangement,Neutral,0.9881038228193214,,0.136233697232917,0.6407901840839461,8.551504206968056,0.9629469373806174,10.0,0.8898335397107562,6.507615006293543,40.11940165435617,,
Combination,Neutral,0.9003002355886263,Low,,0.8505871132024134,,0.6668611763530524,10.0,0.5043237441516658,5.429188008680822,,"[0.3758949851079161, 0.8568428641759814, 0.46336356092742326]",1.1453094000297892
Combination,Cool,0.9234414670053264,Low,0.2047599799331607,,4.246268365963589,,15.0,0.6936514133126723,5.3612041094235705,0.8861589391545022,,0.8907340553580403
Arrangement,Neutral,0.8172928202995289,Medium,0.2938096719504628,,8.054188744244273,0.9857803683213712,15.0,0.0628678844736547,8.626369320350074,43.304802616723,,1.0541811394727771
Color,Cool,0.8432334597366333,High,0.1810661900979986,0.8285136850530337,5.594485130968958,0.8566739405034611,15.0,0.3201096553204279,7.43430655041334,,"[0.44472358723697203, 0.8635998422984668, 0.3472602960624931]",0.9718006363973056
,Warm,0.8059508728043504,Low,0.3658465722670804,0.9298209446057016,5.990971311938493,0.5979354615642425,10.0,0.2585913083774066,8.836670786597477,51.334706376108585,"[0.2860061856636247, 0.7308253546523806, 0.23306259449514533]",1.0578257699835198
Color,Warm,0.6528075402448601,High,0.3439900414493771,0.859727221891701,8.335333610070073,,10.0,0.433879512337377,8.592772910466518,2.902508669785297,"[0.12572086559935758, 0.5380651151720762, 0.9761764450963393]",1.072391133084516
Combination,Warm,0.8307526670609054,Low,0.4661884070055898,0.5058575240780767,1.1657278201282617,,5.0,0.3434252776395244,8.411190327526093,56.441446823217646,,1.016160354743714
Combination,,0.8237973141753389,Low,0.9805772972150748,0.8221573918327588,9.044612732460882,0.9451671174926322,10.0,0.2819635329758253,5.454255362715268,35.262567766576645,"[0.4040742941718185, 0.6381630456266381, 0.4069163481346517]",1.267172062809148
Arrangement,Cool,0.7224440390757847,High,0.8278574120250433,,5.113846663015841,0.8055985868284246,5.0,0.7035071752383673,5.152716050419125,,,1.1514386108674513
,Cool,0.976484015506009,High,0.7540947246374137,0.6559380669877939,9.370195263601367,0.512429388090252,5.0,0.0552632770933183,6.049805736749873,72.0355546632054,"[0.9278778961792656, 0.06642106488620758, 0.5399384624521364]",1.1579541212965014
Color,Warm,0.6216953028910964,Medium,0.1226734737662514,0.5149914822125754,4.717350585303681,0.5510232806690727,5.0,0.9544920211430332,6.295912135873444,20.768979386502306,"[0.40994153990346527, 0.1527140368661103, 0.8923916201942035]",0.8121372557702193
Color,Cool,0.7075364968895919,Medium,0.343169224507426,,8.97330622050877,0.7444124897562656,5.0,0.0938052828791413,5.253101400044166,55.03397407862961,"[0.8729000468854231, 0.281054354476576, 0.9874399053055927]",1.091131084262731
Arrangement,Cool,,Low,0.4200228521906851,0.5751673660000931,0.2698483907818605,0.669251243097615,,0.8666584838327656,5.368087216392838,,"[0.06345790293774822, 0.01087929456997816, 0.2795563879541787]",0.8861415230103368
Color,Neutral,0.7926048679449181,High,0.3690691478032689,0.8467755769432808,5.612324402637042,0.8642062759309181,10.0,0.9589005533254,9.791152055482602,13.083571816439289,"[0.5822289032453609, 0.29756962575068424, 0.7745819997405976]",1.0178515103679309
